date,type,registration,operator,fatalities,location,country,cat,year
17-Jan-16,BN-2A-21 Islander,(N90460),Unknown,0.0,Corral Viejo,Colombia,C1,2016
18-Jan-16,Cessna 525 CitationJet,N711BX,Private,2.0,"near Cedar Fort, UT",USA,A1,2016
18-Jan-16,Dassault Falcon 20F-5,N706SB,Sterling LIHTC,0.0,Scottsdale Airpo...,USA,A1,2016
20-Jan-16,DHC-6 Twin Otter 300,C-GCKB,Kenn Borek Air,0.0,Amundsen-Scott S...,Antarctica,A2,2016
21-Jan-16,Cessna 560XL Citation Excel,C-GCXL,Airsprint,0.0,Toronto-Pearson ...,Canada,A2,2016
28-Jan-16,Cessna 208 Caravan I,VH-WTY,Hamilton Island Air,0.0,"Chance Bay, Whit...",Australia,A1,2016
28-Jan-16,MD-83,EP-ZAB,Zagros Air,0.0,Mashhad Airport ...,Iran,A1,2016
30-Jan-16,Rockwell Sabreliner 80,N380CF,private,0.0,QuerÃ©taro Airpo...,Mexico,A2,2016
02-Feb-16,Airbus A321-111,SX-BHS,"Hermes Airlines, op.for Daallo Airlines",1.0,near Mogadishu Intern...,Somalia,C1,2016
04-Feb-16,Canadair CRJ-900ER,OY-KFC,"SAS, opb Cimber",0.0,KÃ¸benhavn-Kastr...,Denmark,O1,2016
04-Feb-16,Beech B100 King Air,C-GSWG,Max Aviation,0.0,Montreal-St. Hub...,Canada,A1,2016
06-Feb-16,Antonov An-2R,RA-40204,Light Air,3.0,"Gay, Orenburg Ob...",Russia,A1,2016
07-Feb-16,Cessna 525A CitationJet CJ2,D-ISCO,Windrose Air,0.0,ChambÃ©ry Airpor...,France,A2,2016
10-Feb-16,Beech 1900D,4601,Myanmar Air Force,5.0,near Naypyidaw Intern...,Myanmar,A1,2016
12-Feb-16,Lockheed L-100-30 Hercules,N401LC,Lynden Air Cargo,0.0,"near Iliamna, AK",USA,A2,2016
17-Feb-16,Boeing 737-7H4 (WL),N784SW,Southwest Airlines,0.0,Detroit-Metropol...,USA,A2,2016
17-Feb-16,Boeing 737-823 (WL),N925NN,American Airlines,0.0,Detroit-Metropol...,USA,A2,2016
20-Feb-16,Cessna 525 Citation M2,N214RT,private,0.0,Orlando Internat...,USA,O1,2016
23-Feb-16,Embraer EMB-145MP (ERJ-145MP),N856HK,Trans States Airlines,0.0,Saint Louis-Lamb...,USA,A2,2016
24-Feb-16,Viking Air DHC-6 Twin Otter 400,9N-AHH,Tara Air,23.0,"Dana, Myagdi dis...",Nepal,A1,2016
26-Feb-16,IPTN/CASA CN-235M-VIP,M44-07,Royal Malaysian AF,0.0,near Kuala Selangor,Malaysia,A1,2016
02-Mar-16,Beech 99A,N198WA,Wiggins Airways,0.0,"near Bangor, ME",USA,A2,2016
03-Mar-16,Cessna 208 Caravan I,3004,South African AF,0.0,near Langebaanweg Air...,South Africa,A1,2016
03-Mar-16,Boeing 737-95R,VT-JGD,Jet Airways,0.0,Mumbai-Chhatrapa...,India,A2,2016
05-Mar-16,Beech B300 King Air 350,N6351V,US Army,0.0,near Kawrgosk,Iraq,A2,2016
05-Mar-16,Boeing 767-34AFER (WL),N305UP,UPS,0.0,Albuquerque Sunp...,USA,A2,2016
07-Mar-16,Embraer ERJ 190STD (ERJ-190-100),PH-EXB,KLM Cityhopper,0.0,Basel/Mulhouse/F...,France,I2,2016
07-Mar-16,Dornier 328-110,HB-AEO,SkyWork Airlines,0.0,Basel/Mulhouse/F...,France,I2,2016
09-Mar-16,Antonov An-26B,S2-AGZ,True Aviation,3.0,near Cox's Bazar Airp...,Bangladesh,A1,2016
13-Mar-16,BN-2B-20 Islander,VP-ACT,Anguilla Air Services,0.0,Saint-BarthÃ©lÃ©...,Saint BarthÃ©lemy,A2,2016
14-Mar-16,Raytheon Beechjet 400A,N465FL,Flight Options,0.0,Rome-Richard B R...,USA,A1,2016
15-Mar-16,IAI Arava 201,E-206,Ecuador Army,22.0,Hacienda la Palm...,Ecuador,A1,2016
16-Mar-16,Cessna AC-208B Combat Caravan,YI-119,Iraqi AF,3.0,Hawijah,Iraq,A1,2016
18-Mar-16,Beech 1900D,AP-BII,ASSL,0.0,Karachi-Jinnah I...,Pakistan,A2,2016
19-Mar-16,Boeing 737-8KN (WL),A6-FDN,flydubai,62.0,Rostov Airport (...,Russia,A1,2016
22-Mar-16,Swearingen SA226-TC Metro II,LV-ZEB,CEDMA AviaciÃ³n,0.0,RÃ­o Grande Airp...,Argentina,A1,2016
23-Mar-16,Avro RJ85,EI-RJG,CityJet,0.0,Florence-Peretol...,Italy,A1,2016
25-Mar-16,Embraer ERJ-190AR (ERJ-190-100 IGW),N273JB,JetBlue Airways,0.0,Nassau-Lynden Pi...,Bahamas,A2,2016
27-Mar-16,Fokker 100,UP-F1012,Bek Air,0.0,Astana Internati...,Kazakhstan,A1,2016
29-Mar-16,Airbus A320-232,SU-GCB,EgyptAir,0.0,Larnaca Airport ...,Cyprus,H2,2016
29-Mar-16,Antonov An-26RT,09 blue,Russian AF,0.0,Rostov Airport (...,Russia,A2,2016
01-Apr-16,Cessna 208B Grand Caravan,XA-ULU,AÃ©reo Servicios Empresariales,3.0,near Durango-Guadalup...,Mexico,A1,2016
03-Apr-16,Antonov An-2R,RA-54828,Technoservice-A,0.0,"near Aksarino, Zainsk...",Russia,A2,2016
04-Apr-16,Boeing 737-8GP (WL),PK-LBS,Batik Air,0.0,Jakarta-Halim Pe...,Indonesia,A2,2016
04-Apr-16,ATR 42-600,PK-TNJ,TransNusa Aviation Mandiri,0.0,Jakarta-Halim Pe...,Indonesia,A2,2016
04-Apr-16,Cessna 208B Grand Caravan,PR-CRF,Two TÃ¡xi AÃ©reo,0.0,near MacapÃ¡ Internac...,Brazil,A2,2016
06-Apr-16,Raytheon U-125 (Hawker 800),49-3043,JASDF,6.0,near Kanoya Air Base,Japan,A1,2016
06-Apr-16,Bombardier Global 6000,9H-AMZ,Comlux Malta,0.0,GenÃ¨ve-Cointrin...,Switzerland,A2,2016
07-Apr-16,Douglas C-47A (DC-3),HK-2663,Aerolineas Llaneras - Arall,0.0,near Puerto GaitÃ¡n A...,Colombia,A1,2016
09-Apr-16,DHC-6 Twin Otter 100,N122PM,Skydive San Marcos,0.0,Fentress Airpark...,USA,A1,2016
13-Apr-16,PADC/BN-2T Islander,P2-SBC,Sunbird Aviation,12.0,near Kiunga Airport (...,P.N. Guinea,A1,2016
14-Apr-16,Antonov An-2,Unknown,Unknown,1.0,"Maryevka, Pestra...",Russia,A1,2016
20-Apr-16,Beech 1900D,C-FEVA,"Air Canada Express, opb Exploits Valley Air Services",0.0,"Gander Airport, ...",Canada,A1,2016
21-Apr-16,Beech 300 Super King Air,PT-MCM,AgropecuÃ¡ria Otura,0.0,Porto Seguro-Ter...,Brazil,A2,2016
24-Apr-16,Swearingen SA226-AT Merlin IVA,EC-GFK,Flightline,0.0,Gerona-Costa Bra...,Spain,A1,2016
28-Apr-16,Embraer ERJ-190,HC-COX,TAME Ecuador,0.0,Cuenca-Mariscal ...,Ecuador,A1,2016
28-Apr-16,Canadair CRJ-200ER,N961SW,"SkyWest Airlines, opf United Express",0.0,San Francisco In...,USA,A2,2016
30-Apr-16,Fokker 50,SE-LEZ,"Air VallÃ©e, opb Amapola Flyg",0.0,Catania-Fontanar...,Italy,A1,2016
30-Apr-16,Antonov An-26,Unknown,Sudan AF,5.0,near El Obeid Airport...,Sudan,A1,2016
05-May-16,Convair CV-580 Airtanker,C-FEKF,Conair Aviation,0.0,"Manning Airport, AB",Canada,A1,2016
06-May-16,Antonov An-2R,N2AN,American Airpower,0.0,near San Bernardino I...,USA,A1,2016
07-May-16,ATR 72-212A (ATR 72-600),VT-JCX,Jet Airways,0.0,Indore-Devi Ahil...,India,A2,2016
10-May-16,Airbus A321-211,N189UW,American Airlines,0.0,Phoenix-Sky Harb...,USA,A2,2016
10-May-16,Beech B100 King Air,N86TR,Dexter Air,0.0,Dexter Municipal...,USA,A2,2016
11-May-16,Airbus A320-214,F-GKXJ,Air France,0.0,Paris-Charles de...,France,A2,2016
11-May-16,Boeing 777-328ER,F-GZNT,Air France,0.0,Paris-Charles de...,France,A2,2016
11-May-16,Boeing 737-9GPER (WL),9M-LNK,Malindo Airways,0.0,Kota Kinabalu Ai...,Malaysia,A2,2016
12-May-16,Cessna 208B Grand Caravan,N1114A,Parachute Center,0.0,"near Lodi Airport, CA",USA,A2,2016
14-May-16,Cessna 208 Caravan I,XB-NLX,SkyDive MÃ©xico,0.0,near Tequesquitengo,Mexico,A2,2016
18-May-16,Antonov An-12B,4K-AZ25,Silk Way,7.0,Dwyer Airport (DWR),Afghanistan,A1,2016
19-May-16,Airbus A320-232,SU-GCC,EgyptAir,66.0,near Egyptian coast,Mediterranean Sea,C1,2016
23-May-16,Cessna 501 Citation I/SP,N804ST,Eagle II Aero,0.0,"near Texarkana, AR",USA,A1,2016
27-May-16,Boeing 777-3B5,HL7534,Korean Air,0.0,Tokyo-Haneda Air...,Japan,A2,2016
28-May-16,Airbus A320-214,EC-JGM,Vueling,0.0,Manchester Airpo...,U.K.,A2,2016
03-Jun-16,Cessna 208B Grand Caravan,5Y-JLL,Lady Lori (Kenya),0.0,Akobo Airport,South Sudan,A2,2016
04-Jun-16,Cessna 208B Grand Caravan EX,PK-ICC,Pegasus Air Services,0.0,Ilaga Airport (ILA),Indonesia,A2,2016
04-Jun-16,Antonov An-30A-100,TN-AHP,South Stone Airlines,0.0,Yambio Airport,South Sudan,A2,2016
05-Jun-16,BAe-125-800B,RA-02773,Aerolimousine,0.0,near Neryungri Airpor...,Russia,A1,2016
05-Jun-16,Cessna 208B Grand Caravan,N750Z,Air Choice One,0.0,Fort Dodge Airpo...,USA,A2,2016
06-Jun-16,MD-11F,N277UP,UPS,0.0,Seoul-Incheon In...,South Korea,A1,2016
06-Jun-16,Cessna 560 Citation Ultra,N145KK,Red Wing Aeroplane Company,0.0,Gainesville-J R ...,USA,A1,2016
14-Jun-16,Antonov An-32A,EK32120,"Coco Aviation, lsf Ayk Avia",0.0,Bor Airport,South Sudan,A1,2016
14-Jun-16,Cessna 208B Grand Caravan EX,PK-RKC,Associated Mission Aviation,0.0,"Lolat, Yahukimo,...",Indonesia,A1,2016
14-Jun-16,ATR 72-212A (ATR 72-600),PK-WGL,Wings Air,0.0,unknown,Indonesia,A2,2016
16-Jun-16,CASA C-212 Aviocar 400MPA,8983,Vietnam Coast Guard,9.0,near Bach Long Vi Island,Vietnam,A1,2016
19-Jun-16,BAe-146-300,EP-MOF,Mahan Air,0.0,Khark Airport (KHK),Iran,A1,2016
19-Jun-16,DHC-3T Texas Turbine Otter,N104BM,Bald Mountain Air Services,0.0,near Homer-Beluga Lak...,USA,A2,2016
21-Jun-16,Dornier 228-202,9Q-CSL,Busy Bee Congo,0.0,Goma Airport (GOM),D.R. Congo,A1,2016
21-Jun-16,Beech 200C Super King Air,OB-2104-P,AerCaribe Peru,0.0,Lima-Jorge ChÃ¡v...,Peru,A2,2016
26-Jun-16,Canadair CL-215,1111,Hellenic AF,0.0,near Dervenochoria,Greece,A1,2016
26-Jun-16,Antonov An-2R,UP-A0273,Tamshybulak,1.0,Bereke,Kazakhstan,A1,2016
27-Jun-16,Boeing 777-312ER,9V-SWB,Singapore Airlines,0.0,Singapore-Changi...,Singapore,A2,2016
30-Jun-16,Antonov An-2SX,RA-33462,Krasnokutske Flight School of Civil Aviation,2.0,"near Novopokrovskoye,...",Russia,A1,2016
01-Jul-16,Ilyushin Il-76TD,RA-76840,Russian Ministry of Emergency Situations,10.0,"near Rybnyi Uyan, Kac...",Russia,A1,2016
07-Jul-16,DHC-8-402Q Dash 8,HS-DQC,Nok Air,0.0,Loei Airport (LOE),Thailand,A2,2016
11-Jul-16,Lockheed C-130H Hercules,16804,Portuguese AF,3.0,Montijo Air Base,Portugal,A1,2016
15-Jul-16,Beech B200 King Air,N111MQ,Execumed Corp.,0.0,San Juan-Fernand...,Puerto Rico,A2,2016
17-Jul-16,Beech 200 Super King Air,C-FCGW,Air Nunavut,0.0,"Iqaluit Airport,...",Canada,A1,2016
20-Jul-16,Cessna 208B Grand Caravan EX,B-10FW,Joy General Aviation,5.0,near Jinshan City Beach,China,A1,2016
20-Jul-16,Beech B200 Super King Air,N46CE,Century Equipment Company,0.0,Burnsville-Mount...,USA,A2,2016
21-Jul-16,Cessna 208B Supervan 900,N7581F,Skydive Twin Cities,0.0,"Baldwin Airport, WI",USA,A2,2016
22-Jul-16,Antonov An-32,K2743,Indian AF,29.0,near Chennai [Bay of ...,Indian Ocean,A1,2016
26-Jul-16,Embraer Phenom 300,N362FX,"Flexjet, opb Flight Options",0.0,Houston-Sugar La...,USA,A1,2016
28-Jul-16,Gulfstream G650ER,N827DC,TDC Management,0.0,Colorado Springs...,USA,O1,2016
31-Jul-16,Antonov An-2R,RA-54790,Lemaks,3.0,"near Zelenogorskiy, K...",Russia,A1,2016
01-Aug-16,Beech C99,N234AV,Ameriflight,0.0,"near Spanish Fork, UT",USA,A2,2016
01-Aug-16,Canadair CL-415,F-ZBEU,SecuritÃ© Civile,0.0,Ajaccio-Napoleon...,France,A2,2016
04-Aug-16,Cessna 208B Grand Caravan,9N-AKC,Makalu Air,0.0,near Simikot,Nepal,A2,2016
04-Aug-16,Boeing 737-3H4 (WL),N368SW,Southwest Airlines,0.0,Baltimore/Washin...,USA,A1,2016
05-Aug-16,Boeing 737-476 (SF),HA-FAX,ASL Airlines Hungary,0.0,Bergamo-Orio Al ...,Italy,A1,2016
09-Aug-16,Boeing 737-832 (WL),N3762Y,Delta Air Lines,0.0,New York-John F....,USA,A2,2016
11-Aug-16,Antonov An-2R,RA-17812,ALROSA,0.0,Polyarnyj Airpor...,Russia,A2,2016
13-Aug-16,Cessna 500 Citation I,N70SW,Strong Tower Services,0.0,Fort Lauderdale-...,USA,A2,2016
14-Aug-16,Beriev Be-200ES,RF-31121,Russian Ministry of Emergency Situations,0.0,near SÃ£o Pedro do Sul,Portugal,A2,2016
14-Aug-16,Beech 200 Super King Air,Unknown,Unknown,2.0,Orillas del RÃ­o...,Venezuela,A1,2016
16-Aug-16,Cessna 550 Citation II,YV3051,private,2.0,near Charallave-Ãsca...,Venezuela,A1,2016
24-Aug-16,Tupolev Tu-204S,RA-64021,Aviastar-TU,0.0,Noril'sk Airport...,Russia,A1,2016
25-Aug-16,Learjet 55,N666TK,RCR7,0.0,North Eleuthera ...,Bahamas,A1,2016
27-Aug-16,Boeing 737-7H4 (WL),N766SW,Southwest Airlines,0.0,"near Biloxi, MS",USA,A2,2016
28-Aug-16,Airbus A330-323,HL8258,Asiana Airlines,0.0,Seoul-Incheon In...,South Korea,O2,2016
31-Aug-16,Cessna 208B Grand Caravan EX,N752RV,"Ravn Connect, opb Hageland Aviation Services",3.0,near Russian Mission ...,USA,A1,2016
10-Sep-16,Beech 200 Super King Air,N369CD,Hurricane Joaquin,0.0,Orlando Apopka A...,USA,A1,2016
10-Sep-16,Embraer Phenom 100,PT-MMP,Patrus Transportes Urgentes,0.0,Angra dos Reis A...,Brazil,A2,2016
13-Sep-16,Boeing 737-347 (SF),PK-YSY,Trigana Air Service,0.0,Wamena Airport (...,Indonesia,A1,2016
17-Sep-16,Antonov An-2R,RA-84566,"Technoservice-A, lsf Aviapartner",0.0,near Tatarskoye Urayk...,Russia,A2,2016
17-Sep-16,Cessna 208B Grand Caravan,CC-CTS,Servicios AÃ©reos Pewen,0.0,Puerto Montt-Mar...,Chile,A2,2016
21-Sep-16,Beech B100 King Air,N66804,O.I.A. Enterprises,0.0,Jackson-McKellar...,USA,A2,2016
22-Sep-16,Beech 200 Super King Air,ZS-KGW,Majestic Air,0.0,"Bray, Northern Cape",South Africa,O2,2016
22-Sep-16,Learjet 25D,YV1738,WMG Techno-Logistic,0.0,San Juan-Fernand...,Puerto Rico,A2,2016
24-Sep-16,BAe 4101 Jetstream 41,9N-AIB,Yeti Airlines,0.0,Bhairawa Airport...,Nepal,A1,2016
24-Sep-16,DHC-8-202Q Dash 8,N366PH,"CommutAir, opf United Express",0.0,Washington-Dulle...,USA,A2,2016
25-Sep-16,Learjet 31A,PK-JKI,Nusantara Air Charter,0.0,Jakarta-Halim Pe...,Indonesia,A1,2016
28-Sep-16,Beech 1900D,ZS-PZE,"UN, opb King Air Charter",0.0,Beni Airport (BNC),D.R. Congo,A2,2016
29-Sep-16,Antonov An-2R,ST-AUQ,Unknown,0.0,Wadi Halfa Airpo...,Sudan,O1,2016
29-Sep-16,Antonov An-2R,ST-AUT,Unknown,0.0,Wadi Halfa Airpo...,Sudan,O1,2016
30-Sep-16,Cessna 208B Grand Caravan,HK-3804,Llanera de AviaciÃ³n,4.0,near San Antonio de P...,Colombia,A1,2016
30-Sep-16,Beech 1900C,N376SA,Southern Air Charter,0.0,Deadman's Cay Ai...,Bahamas,A2,2016
01-Oct-16,Airbus A330-302,B-18307,China Airlines,0.0,Taipei-Taiwan Ta...,Taiwan,A2,2016
02-Oct-16,Cessna 208B Grand Caravan,N208SD,"Ravn Connect, opb Hageland Aviation Services",3.0,"near Togiak, AK",USA,A1,2016
03-Oct-16,Cessna F406 Caravan II,OH-OTL,Lapin Tilauslento,0.0,Oulu Airport (OUL),Finland,A2,2016
04-Oct-16,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0.0,Belfast Internat...,U.K.,A2,2016
09-Oct-16,Embraer P-95B Bandeirulha (EMB-111),7103,Brazilian AF,0.0,SÃ£o Paulo-Campo...,Brazil,A2,2016
11-Oct-16,Antonov An-26-100,RA-26660,Polyarnaya Aviatsiya,0.0,near Belaya Gora Airp...,Russia,A1,2016
11-Oct-16,Beech 200 Super King Air,C-GFSB,Fast Air,0.0,Bloodvein River ...,Canada,A2,2016
13-Oct-16,Cessna 500 Citation I,C-GTNG,Norjet,4.0,"near Kelowna Airport,...",Canada,A1,2016
13-Oct-16,Cessna 525B CitationJet CJ3+,N518AR,A.R. Wings,0.0,Smithfield-North...,USA,A2,2016
14-Oct-16,Cessna 208 Caravan I,N208KM,NPTC,1.0,Dunnellon/Marion...,USA,A2,2016
19-Oct-16,Lockheed C-130B Hercules,FAC-1014,Colombian AF,1.0,near Apiay,Colombia,A1,2016
21-Oct-16,Embraer C-95BM Bandeirante (EMB-110),2305,Brazilian AF,0.0,Porto Alegre-Can...,Brazil,A2,2016
21-Oct-16,Airbus A300B4-203 (F),PR-STN,Sterna Linhas AÃ©reas,0.0,Recife-Guararape...,Brazil,A1,2016
22-Oct-16,ATR 72-212A (ATR 72-600),CS-DJF,"TAP Express, opb White Airways",0.0,Lisboa-Humberto ...,Portugal,A2,2016
24-Oct-16,Fairchild SA227-AT Expediter,N577MX,CAE Aviation,5.0,Malta-Luqa Airpo...,Malta,A1,2016
24-Oct-16,Dornier 328JET-310,XA-ALA,FlyMex,0.0,Toluca Airport (...,Mexico,A1,2016
24-Oct-16,DHC-8-402Q Dash 8,ET-ANY,Ethiopian Airlines,0.0,Dire Dawa-Aba Te...,Ethiopia,A1,2016
28-Oct-16,Fairchild SA227-DC Metro 23 (C-26B),PNC-0226,Colombian Police,0.0,BogotÃ¡-Eldorado...,Colombia,A2,2016
28-Oct-16,MD-10-10F,N370FE,FedEx,0.0,Fort Lauderdale ...,USA,A1,2016
28-Oct-16,Boeing 767-323ER (WL),N345AN,American Airlines,0.0,Chicago-O'Hare I...,USA,A1,2016
30-Oct-16,Beech 100 King Air,N411HA,Honaker Aviation,0.0,Jeffersonville-C...,USA,A1,2016
31-Oct-16,DHC-4T Caribou,PK-SWW,"Puncak Regency Adm., opb Alfa Indonesia",4.0,near Ilaga Airport (ILA),Indonesia,A1,2016
??-OCT-2016,Cessna 500 Citation I,N888JL,Advanced Power Aviation,0.0,Wichita-Mid-Cont...,USA,A1,2016
10-Nov-16,MD-11F,D-ALCM,Lufthansa Cargo,0.0,Buenos Aires/Eze...,Argentina,A2,2016
14-Nov-16,Bombardier Challenger 300,N303CZ,Unknown,0.0,Panama City Albr...,Panama,A2,2016
19-Nov-16,Boeing 737-823 (WL),N832NN,American Airlines,0.0,Saint Louis-Lamb...,USA,A2,2016
23-Nov-16,Beech 200 Super King Air,N80RT,Flight Development,0.0,near Moorhead Municip...,USA,A1,2016
24-Nov-16,Dassault Falcon 7X,VQ-BSO,Shell Aircraft,0.0,London City Airp...,U.K.,A2,2016
24-Nov-16,Dassault Falcon 7X,VQ-BSF,Shell Aircraft,0.0,London City Airp...,U.K.,A2,2016
27-Nov-16,CASA/Nurtanio NC-212 Aviocar,U-623,Indonesian Navy,0.0,Pitu/Morotai-Leo...,Indonesia,A2,2016
28-Nov-16,Avro RJ85,CP-2933,LaMia,71.0,near Rionegro/MedellÃ...,Colombia,A1,2016
29-Nov-16,Boeing 737-8HO (WL),9Y-SXM,Caribbean Airlines,0.0,Georgetown-Chedd...,Guyana,A2,2016
29-Nov-16,Boeing 767-319ER,N767WA,Fly Jamaica Airways,0.0,Georgetown-Chedd...,Guyana,A2,2016
01-Dec-16,Basler Turbo 67 (DC-3T),C-GEAJ,"ALCI Aviation, opf North Star Air Cargo",0.0,Pickle Lake Airp...,Canada,A2,2016
02-Dec-16,Beech B100 King Air,N900RD,Kidd Aviation,0.0,Tyler-Pounds Reg...,USA,A1,2016
03-Dec-16,PZL-Mielec M28 Skytruck,P-4201,Indonesian Police,13.0,near Tanjung Pinang,Indonesia,A1,2016
04-Dec-16,Cessna 500 Citation I,N332SE,Yatish Air,0.0,Gunnison-Crested...,USA,A1,2016
05-Dec-16,Fairchild SA227-AC Metro III,N765FA,Key Lime Air,1.0,"near Camilla, GA",USA,A1,2016
05-Dec-16,Cessna 550 Citation II,N75WL,DC Aviation,0.0,near Port Aransas-Mus...,USA,A2,2016
07-Dec-16,ATR 42-500,AP-BHO,PIA,47.0,near Havelian,Pakistan,A1,2016
07-Dec-16,Boeing 737-8FE (WL),VH-YFT,Virgin Australia Airlines,0.0,"Hobart Airport, ...",Australia,A2,2016
07-Dec-16,Boeing 737-8FE (WL),VH-VUP,Virgin Australia Airlines,0.0,"Hobart Airport, ...",Australia,A2,2016
10-Dec-16,Boeing 737-46J,JY-JAQ,"Jordan Aviation, op.for Safi Airways",0.0,Kabul-Hamid Karz...,Afghanistan,A1,2016
12-Dec-16,Beech A100 King Air,C-FONY,Grondair Aviation,0.0,Saint-FrÃ©dÃ©ric...,Canada,A1,2016
13-Dec-16,Beech B200 Super King Air,VH-MVL,Royal Flying Doctor Service,0.0,"Moomba Airport, ...",Australia,A1,2016
14-Dec-16,DHC-8-402Q Dash 8,G-PRPC,Flybe,0.0,Manchester Airpo...,U.K.,A2,2016
16-Dec-16,Bombardier CRJ-900ER,OY-KFF,"SAS, opb Cimber",0.0,KÃ¸benhavn-Kastr...,Denmark,A2,2016
18-Dec-16,Lockheed C-130H Hercules,A-1334,Indonesian AF,13.0,near Wamena Airport (...,Indonesia,A1,2016
18-Dec-16,Boeing P-8A Poseidon (737-8FV),168763,US Navy,0.0,Okinawa-Kadena A...,Japan,A2,2016
19-Dec-16,Ilyushin Il-18V,RF-91821,Russian AF,0.0,near Tiksi Airport (IKS),Russia,A1,2016
20-Dec-16,Boeing 727-2J0 (F),HK-4544,Aerosucre Colombia,5.0,near Puerto CarreÃ±o-...,Colombia,A1,2016
21-Dec-16,Beech B200T Super King Air,M41-03,Royal Malaysian AF,1.0,Butterworth RMAF...,Malaysia,A1,2016
23-Dec-16,Airbus A320-214,5A-ONB,Afriqiyah Airways,0.0,Malta-Luqa Airpo...,Malta,H2,2016
25-Dec-16,Tupolev Tu-154B-2,RA-85572,Russian AF,92.0,near Adler,Russia,A1,2016
25-Dec-16,ATR 72-212A (ATR 72-600),PK-WGW,Wings Air,0.0,Semarang-Achmad ...,Indonesia,A1,2016
26-Dec-16,Airbus A340-313,OY-KBC,SAS,0.0,KÃ¸benhavn-Kastr...,Denmark,A2,2016
26-Dec-16,Avro RJ100,SE-DST,BRA - Braathens Regional Airlines,0.0,KÃ¸benhavn-Kastr...,Denmark,A1,2016
27-Dec-16,Boeing 737-85R (WL),VT-JBG,Jet Airways,0.0,Goa-Dabolim Airp...,India,A2,2016
27-Dec-16,Cessna 208B Grand Caravan,C-GHLI,W M K Holdings Ltd,0.0,near Fort McMurray Ai...,Canada,A1,2016
29-Dec-16,Cessna 525C Citation CJ4,N614SB,Superior Beverage Group,6.0,near Cleveland-Burke ...,USA,A1,2016
29-Dec-16,Beech A100 King Air,C-FXAJ,Wabusk Air,0.0,Moosonee Airport...,Canada,A1,2016
??-???-2016,Cessna 500 Citation I,N628BS,Chippewa Aerospace,0.0,unknown,USA,A1,2016
02-Jan-17,Cessna F406 Caravan II,5H-WOW,Air Excel,0.0,Sasakwa Airstrip,Tanzania,A1,2017
02-Jan-17,Let L-410UVP,9Q-CZR,Doren Air Congo,0.0,Shabunda Airport,D.R. Congo,A1,2017
02-Jan-17,Hawker 800XP,N910JD,Pinnacle Air Charter,0.0,Scottsdale Airpo...,USA,A2,2017
07-Jan-17,Canadair Challenger 604,D-AMSC,MHS Aviation,0.0,"near Muscat, Oman",Indian Ocean,A1,2017
11-Jan-17,Cessna 560 Citation Encore,LN-IDB,Hesnes Air,0.0,near Oslo-Gardermoen ...,Norway,A1,2017
13-Jan-17,Beech B200 Super King Air,N795DE,Optimal Aviation Services,0.0,Five Point-Agro-...,USA,A2,2017
16-Jan-17,Cessna 525C Citation CJ4,N525PZ,Zeliff Aviation,0.0,Howell-Livingsto...,USA,A1,2017
19-Jan-17,Beech 99A,N326CA,Alpine Aviation,0.0,Billings-Logan I...,USA,A2,2017
23-Jan-17,Beech 300 Super King Air,N385KA,KAAZ,2.0,Tucson Internati...,USA,A1,2017
23-Jan-17,Beech C99,N216CS,Alpine Aviation,0.0,Durango-La Plata...,USA,A2,2017
26-Jan-17,Grumman G-73 Mallard,VH-CQA,private,2.0,"Swan River, Pert...",Australia,A1,2017
27-Jan-17,Beech 200T Super King Air,N60RA,Eastern Air Express,0.0,West Palm Beach ...,USA,A1,2017
28-Jan-17,Boeing 737-476 (SF),HK-5197,AerCaribe Cargo,0.0,Leticia-Alfredo ...,Colombia,A2,2017
07-Feb-17,Saab 340A,C6-HBW,Western Air,0.0,Freeport-Grand B...,Bahamas,A2,2017
09-Feb-17,BAe-125-800B,PT-OTC,LÃ­der TÃ¡xi AÃ©reo,0.0,SÃ£o Paulo-Guaru...,Brazil,A1,2017
09-Feb-17,Cessna 208B Supervan 900,D-FSRT,Paranodon Fallschirmsport Illertissen,0.0,Illertissen Airport,Germany,A2,2017
09-Feb-17,CASA C-212 Aviocar 300,OC2,Botswana AF,3.0,near Thebephatshwa Ai...,Botswana,A1,2017
09-Feb-17,Beech 1900D,C-FNWH,North-Wright Airways,0.0,"Tulita Airport, ...",Canada,A2,2017
14-Feb-17,Beech B200 Super King Air,N313HS,Grant Aviation,0.0,Unalaska Airport...,USA,A1,2017
15-Feb-17,Canadair CRJ-701ER,N709PS,"PSA Airlines, opf American Eagle",0.0,Charlotte-Dougla...,USA,A2,2017
20-Feb-17,Beech 200 Super King Air,Unknown,Unknown,0.0,near Lago de Maracaibo,Venezuela,O1,2017
21-Feb-17,Beech B200 King Air,VH-ZCR,Corporate and Leisure Charters,5.0,near Melbourne-Essend...,Australia,A1,2017
23-Feb-17,DHC-8-402Q Dash 8,G-JECP,Flybe,0.0,Amsterdam-Schiph...,Netherlands,A2,2017
23-Feb-17,Let L-410UVP-E,OK-LAZ,"Citywing, opb Van Air Europe",0.0,Isle Of Man-Rona...,U.K.,I2,2017
25-Feb-17,Raytheon 390 Premier IA,OM-TAA,Tatra Jet,0.0,Salzburg-W. A. M...,Austria,O2,2017
